state,town,count
Texas,Sherman,2
Texas,Silsbee,1
Texas,Slaton,1
Texas,Snyder,1
Texas,Southlake,1
Texas,South Padre,1
Texas,Spring,13
Texas,Spring Branch,1
Texas,Stephenville,1
Texas,Sugarland,6
Texas,Sugar Land,3
Texas,Sulphur Springs,1
Texas,Sunnyvale,1
Texas,Taylor,1
Texas,Temple,2
Texas,Terrell,1
Texas,Texarkana,2
Texas,Texas City,1
Texas,The Colony,2
Texas,The Woodlands,5
Texas,Tomball,4
Texas,Tyler,5
Texas,Universal City,1
Texas,Victoria,2
Texas,Vidor,1
Texas,Waco,3
Texas,Waller,1
Texas,Watauga,1
Texas,Waxahachie,2
Texas,Weatherford,2
Texas,Webster,2
Texas,Weslaco,1
Texas,West Columbia,1
Texas,Westlake,1
Texas,Wharton,1
Texas,Whitehouse,1
Texas,Wichita Fall,1
Texas,Wichita Falls,2
Texas,Willis,1
Texas,Winnsboro,1
Texas,Woodway,1
Texas,Wylie,3
Texas,Zapata,1
Utah,American Fork,2
Utah,Centerville,1
Utah,Herriman,1
Utah,Highland,1
Utah,Layton,2
Utah,Ogden,1
Utah,Orem,1
Utah,Provo,1
Utah,Riverdale,1
Utah,Roy,1
Utah,Saint George,1
Utah,Salt Lake City,4
Utah,Sandy,3
Utah,South Jordan,2
Utah,Syracuse,1
Utah,West Jordan,3
Utah,West Valley City,3
Virginia,Abingdon,1
Virginia,Alexandria,19
Virginia,Altavista,1
Virginia,Amherst,1
Virginia,Annandale,2
Virginia,Appomattox,1
Virginia,Arlington,13
Virginia,Ashburn,4
Virginia,Ashland,1
Virginia,Baileys Crossroads,1
Virginia,Bassett,1
Virginia,Bedford,2
Virginia,Big Stone Gap,1
Virginia,Blacksburg,2
Virginia,Bristol,2
Virginia,Bristow,1
Virginia,Brookneal,1
Virginia,Buena Vista,1
Virginia,Burke,2
Virginia,Centerville,1
Virginia,Chantilly,2
Virginia,Charlottesville,8
Virginia,Chase City,1
Virginia,Chatham,1
Virginia,Chesapeake,6
Virginia,Chester,3
Virginia,Chesterfield,2
Virginia,Christiansburg,2
Virginia,Clarksville,1
Virginia,Clifton Forge,1
Virginia,Collinsville,1
Virginia,Colonial Heights,3
Virginia,Covington,1
Virginia,Culpeper,2
Virginia,Daleville,1
Virginia,Danville,5
Virginia,Dublin,1
Virginia,Dumfries,2
Virginia,Emporia,1
Virginia,Fairfax,10
Virginia,Fairfax Station,1
Virginia,Falls Church,9
Virginia,Farmville,1
Virginia,Floyd,1
Virginia,Forest,2
Virginia,Fredericksburg,14
Virginia,Front Royal,2
Virginia,Gainesville,2
Virginia,Galax,1
Virginia,Gate City,1
Virginia,Glen Allen,4
Virginia,Great Falls,2
Virginia,Hampton,4
Virginia,Hardy,1
Virginia,Harrisonburg,4
Virginia,Haymarket,1
Virginia,Henrico,2
Virginia,Herndon,3
Virginia,Highland Springs,1
Virginia,Hillsville,1
Virginia,Hollins,1
Virginia,Hopewell,1
Virginia,Kilmarnock,1
Virginia,King George,1
Virginia,Leesburg,3
Virginia,Lexington,1
Virginia,Locust Grove,1
Virginia,Louisa,1
Virginia,Luray,1
Virginia,Lynchburg,6
Virginia,Madison Heights,1
Virginia,Manassas,6
Virginia,Manassas Park,1
Virginia,Marion,1
Virginia,Martinsville,2
Virginia,Mclean,1
Virginia,Mechanicsville,4
Virginia,Midlothian,6
Virginia,Montpelier,1
Virginia,Moseley,1
Virginia,Newport News,4
Virginia,Norfolk,7
Virginia,North Tazewell,1
Virginia,Norton,1
Virginia,Oakton,1
Virginia,Onley,1
Virginia,Orange,1
Virginia,Palmyra,1
Virginia,Petersburg,1
Virginia,Portsmouth,3
Virginia,Powhatan,1
Virginia,Pulaski,1
Virginia,Radford,1
Virginia,Reston,5
Virginia,Richlands,1
Virginia,Richmond,30
Virginia,Roanoke,8
Virginia,Rocky Mount,2
Virginia,Rosslyn,2
Virginia,Ruckersville,1
Virginia,Ruther Glen,1
Virginia,Salem,2
Virginia,Smithfield,1
Virginia,South Boston,1
Virginia,South Hill,1
Virginia,South Riding,1
Virginia,Spotsylvania,1
Virginia,Springfield,5
Virginia,Stafford,4
Virginia,Staunton,2
Virginia,Stephens City,1
Virginia,Sterling,4
Virginia,Stuart,1
Virginia,Suffolk,1
Virginia,Vienna,3
Virginia,Vinton,1
Virginia,Virginia Beach,13
Virginia,Warrenton,2
Virginia,Waynesboro,3
Virginia,Williamsburg,6
Virginia,Winchester,7
Virginia,Windsor,1
Virginia,Woodbridge,5
Virginia,Woodstock,1
Virginia,Wytheville,1
Virginia,Yorktown,1
Vermont,Bennington,1
Vermont,Berlin,1
Vermont,Burlington,1
Vermont,Colchester,1
Vermont,Essex,1
Vermont,Morrisville,1
Vermont,Rutland,1
Vermont,South Burlington,1
Vermont,Williston,1
Washington,Bellevue,1
Washington,Bellingham,1
Washington,Bonney Lake,1
Washington,Burien,1
Washington,Everett,2
Washington,Federal Way,2
Washington,Gig Harbor,1
Washington,Issaquah,1
Washington,Kelso,1
Washington,Kennewick,1
Washington,Kent,1
Washington,Lacey,1
Washington,Lake Stevens,1
Washington,Lakewood,2
Washington,Lynnwood,2
Washington,Marysville,1
Washington,Olympia,1
Washington,Poulsbo,1
Washington,Puyallup,2
Washington,Redmond,1
Washington,Renton,2
Washington,Richland,1
Washington,Seattle,9
Washington,Silverdale,1
Washington,Spokane,2
Washington,Tacoma,1
Washington,Tukwila,1
Washington,Vancouver,2
Washington,Woodinville,1
Wisconsin,Appleton,4
Wisconsin,Barron,1
Wisconsin,Beloit,2
Wisconsin,Brookfield,2
Wisconsin,Cedarburg,1
Wisconsin,Cottage Grove,1
Wisconsin,Cudahy,1
Wisconsin,Delafield,1
Wisconsin,Depere,1
Wisconsin,Eau Claire,2
Wisconsin,Fitchburg,1
Wisconsin,Fond Du Lac,1
Wisconsin,Fox Point,1
Wisconsin,Franklin,2
Wisconsin,Grafton,1
Wisconsin,Green Bay,6
Wisconsin,Hudson,1
Wisconsin,Janesville,3
Wisconsin,Kenosha,3
Wisconsin,Lake Geneva,1
Wisconsin,Madison,5
Wisconsin,Manitowoc,1
Wisconsin,Menomonee Falls,2
Wisconsin,Menomonie,1
Wisconsin,Middleton,1
Wisconsin,Milwaukee,8
Wisconsin,Neenah,1
Wisconsin,New Berlin,1
Wisconsin,Oak Creek,1
Wisconsin,Onalaska,1
Wisconsin,Oshkosh,2
Wisconsin,Pewaukee,1
Wisconsin,Pleasant Prairie,1
Wisconsin,Racine,2
Wisconsin,Schofield,1
Wisconsin,Sheboygan,1
Wisconsin,Sheboygan Falls,1
Wisconsin,Sturgeon Bay,1
Wisconsin,Sun Prairie,1
Wisconsin,Superior,1
Wisconsin,Waukesha,3
Wisconsin,Wausau,1
Wisconsin,Wauwatosa,2
Wisconsin,West Allis,3
Wisconsin,West Milwaukee,1
Wisconsin,Whitefish Bay,1
Wisconsin,Wisconsin Rapids,1
Wyoming,Casper,1
Wyoming,Cheyenne,1
District-of-Columbia,Washington,64
North-Carolina,Aberdeen,1
North-Carolina,Advance,1
North-Carolina,Albemarle,1
North-Carolina,Apex,2
North-Carolina,Archdale,1
North-Carolina,Arden,2
North-Carolina,Asheboro,2
North-Carolina,Asheville,8
North-Carolina,Beaufort,1
North-Carolina,Belmont,1
North-Carolina,Benson,1
North-Carolina,Bessemer City,1
North-Carolina,Black Mountain,1
North-Carolina,Boiling Springs,1
North-Carolina,Boone,1
North-Carolina,Brevard,1
North-Carolina,Burlington,3
North-Carolina,Burnsville,1
North-Carolina,Calabash,1
North-Carolina,Cameron,1
North-Carolina,Carolina Beach,1
North-Carolina,Carrboro,1
North-Carolina,Cary,9
North-Carolina,Castle Hayne,1
North-Carolina,Chapel Hill,4
North-Carolina,Charlotte,39
North-Carolina,Clayton,2
North-Carolina,Clemmons,2
North-Carolina,Clinton,1
North-Carolina,Columbus,1
North-Carolina,Concord,5
North-Carolina,Conover,1
North-Carolina,Cornelius,1
North-Carolina,Creedmoor,1
North-Carolina,Dallas,1
North-Carolina,Davidson,2
North-Carolina,Denton,1
North-Carolina,Denver,2
North-Carolina,Durham,10
North-Carolina,Eden,1
North-Carolina,Edenton,1
North-Carolina,Elizabeth City,1
North-Carolina,Elizabethtown,1
North-Carolina,Elkin,1
North-Carolina,Emerald Isle,1
North-Carolina,Erwin,1
North-Carolina,Farmville,1
North-Carolina,Fayetteville,8
North-Carolina,Fletcher,1
North-Carolina,Fuquay varina,1
North-Carolina,Garner,4
North-Carolina,Gastonia,6
North-Carolina,Glen Raven,1
North-Carolina,Goldsboro,2
North-Carolina,Graham,1
North-Carolina,Grantsboro,1
North-Carolina,Greensboro,14
North-Carolina,Greenville,4
North-Carolina,Hampstead,1
North-Carolina,Harrisburg,1
North-Carolina,Havelock,1
North-Carolina,Haw River,1
North-Carolina,Henderson,1
North-Carolina,Hendersonville,3
North-Carolina,Hickory,5
North-Carolina,High Point,4
North-Carolina,Hildebran,1
North-Carolina,Holly Springs,2
North-Carolina,Hope Mills,2
North-Carolina,Hudson,1
North-Carolina,Huntersville,4
North-Carolina,Indian Trail,2
North-Carolina,Jacksonville,3
North-Carolina,Jamestown,1
North-Carolina,Kannapolis,1
North-Carolina,Kenansville,1
North-Carolina,Kernersville,3
North-Carolina,Kill Devils Hill,1
North-Carolina,King,1
North-Carolina,Kings Mountain,1
North-Carolina,Kitty Hawk,1
North-Carolina,Knightdale,2
North-Carolina,Leland,2
North-Carolina,Lenoir,1
North-Carolina,Lexington,1
North-Carolina,Liberty,1
North-Carolina,Lillington,1
North-Carolina,Lincolnton,1
North-Carolina,Locust,1
North-Carolina,Louisburg,1
North-Carolina,Lumberton,2
North-Carolina,Madison,1
North-Carolina,Manteo,1
North-Carolina,Marion,1
North-Carolina,Mars Hill,1
North-Carolina,Marshville,1
North-Carolina,Matthews,5
North-Carolina,Mebane,1
North-Carolina,Mills River,1
North-Carolina,Mint Hill,1
North-Carolina,Monroe,3
North-Carolina,Mooresville,3
North-Carolina,Morehead City,2
North-Carolina,Morganton,1
North-Carolina,Morrisville,3
North-Carolina,Murfreesboro,1
North-Carolina,Nashville,1
North-Carolina,New Bern,2
North-Carolina,Newland,1
North-Carolina,Newport,1
North-Carolina,Newton,1
North-Carolina,North Wilkesboro,2
North-Carolina,Oak Ridge,1
North-Carolina,Ocean Isle Beach,1
North-Carolina,Oxford,1
North-Carolina,Pilot Mountain,1
North-Carolina,Raeford,1
North-Carolina,Raleigh,19
North-Carolina,Randleman,1
North-Carolina,Red Springs,1
North-Carolina,Reidsville,1
North-Carolina,Richfield,1
North-Carolina,Roanoke Rapids,1
North-Carolina,Rockingham,1
North-Carolina,Rockwell,1
North-Carolina,Rocky Mount,3
North-Carolina,Rolesville,1
North-Carolina,Roxboro,1
North-Carolina,Rutherford College,1
North-Carolina,Rutherfordton,1
North-Carolina,Salisbury,2
North-Carolina,Sanford,2
North-Carolina,Shallotte,1
North-Carolina,Shelby,2
North-Carolina,Siler City,1
North-Carolina,Smithfield,1
North-Carolina,Sneads Ferry,1
North-Carolina,Southport,1
North-Carolina,Spring Lake,1
North-Carolina,Spruce Pine,1
North-Carolina,Stanley,1
North-Carolina,Statesville,4
North-Carolina,Summerfield,1
North-Carolina,Surf City,1
North-Carolina,Swannanoa,1
North-Carolina,Swansboro,1
North-Carolina,Sylva,1
North-Carolina,Thomasville,1
North-Carolina,Troy,1
North-Carolina,Wadesboro,1
North-Carolina,Wake Forest,2
North-Carolina,Walkertown,1
North-Carolina,Wallace,1
North-Carolina,Walnut Cove,1
North-Carolina,Washington,1
North-Carolina,Waxhaw,4
North-Carolina,Waynesville,1
North-Carolina,Weaverville,1
North-Carolina,Wesley Chapel,2
North-Carolina,West Jefferson,1
North-Carolina,Whiteville,1
North-Carolina,Whitsett,1
North-Carolina,Wilmington,10
North-Carolina,Wilson,3
North-Carolina,Winston Salem,5
North-Carolina,Winston salem,9
North-Carolina,Winterville,1
North-Carolina,Woodfin,1
North-Carolina,Yadkinville,1
North-Carolina,Youngsville,1
North-Dakota,Bismarck,2
North-Dakota,Fargo,2
North-Dakota,Grand Forks,1
North-Dakota,Minot,1
New-Hampshire,Bedford,2
New-Hampshire,Claremont,1
New-Hampshire,Concord,4
New-Hampshire,Derry,1
New-Hampshire,Dover,1
New-Hampshire,Epping,1
New-Hampshire,Franklin,1
New-Hampshire,Gilford,1
New-Hampshire,Greenland,1
New-Hampshire,Hampton,1
New-Hampshire,Hanover,1
New-Hampshire,Hooksett,2
New-Hampshire,Hudson,1
New-Hampshire,Keene,2
New-Hampshire,Laconia,1
New-Hampshire,Londonderry,1
New-Hampshire,Manchester,3
New-Hampshire,Merrimack,1
New-Hampshire,Milford,1
New-Hampshire,Nashua,5
New-Hampshire,North Conway,1
New-Hampshire,Peterborough,1
New-Hampshire,Plaistow,1
New-Hampshire,Plymouth,1
New-Hampshire,Portsmouth,1
New-Hampshire,Rochester,1
New-Hampshire,Salem,3
New-Hampshire,Seabrook,1
New-Hampshire,Somersworth,2
New-Hampshire,Stratham,1
New-Hampshire,West Lebanon,1
New-Hampshire,Windham,1
New-Jersey,Aberdeen,1
New-Jersey,Absecon,1
New-Jersey,Atlantic City,1
New-Jersey,Barnegat,1
New-Jersey,Bayonne,1
New-Jersey,Beachwood,1
New-Jersey,Bedminster,1
New-Jersey,Belle Mead,1
New-Jersey,Belleville,1
New-Jersey,Belmar,1
New-Jersey,Berkley Heights,1
New-Jersey,Berlin,1
New-Jersey,Bernardsville,1
New-Jersey,Blackwood,2
New-Jersey,Bloomfield,2
New-Jersey,Brick,3
New-Jersey,Bridgewater,3
New-Jersey,Brigantine,1
New-Jersey,Brown Mills,1
New-Jersey,Budd Lake,1
New-Jersey,Burlington,1
New-Jersey,Burlington Township,1
New-Jersey,Cape May Court House,1
New-Jersey,Carteret,1
New-Jersey,Cedar Grove,2
New-Jersey,Chatham,2
New-Jersey,Cherry Hill,4
New-Jersey,Chester,1
New-Jersey,Clark,2
New-Jersey,Clementon,1
New-Jersey,Clifton,4
New-Jersey,Closter,2
New-Jersey,Cresskill,1
New-Jersey,Delran,2
New-Jersey,Denville,1
New-Jersey,Deptford,1
New-Jersey,Dumont,1
New-Jersey,Eastampton,1
New-Jersey,East Brunswick,2
New-Jersey,East Hanover,2
New-Jersey,East Orange,1
New-Jersey,East Rutherford,1
New-Jersey,East Windsor,2
New-Jersey,East Windsor Township,1
New-Jersey,Edgewater,2
New-Jersey,Edison,3
New-Jersey,Egg Harbor Township,2
New-Jersey,Elizabeth,3
New-Jersey,Elmwood Park,1
New-Jersey,Englewood,1
New-Jersey,Evesham,1
New-Jersey,Ewing,1
New-Jersey,Ewing Township,1
New-Jersey,Fairfield,1
New-Jersey,Fairlawn,2
New-Jersey,Fair Lawn,1
New-Jersey,Fairview,1
New-Jersey,Flemington,3
New-Jersey,Florham Park,1
New-Jersey,Fort Lee,3
New-Jersey,Franklin Park,1
New-Jersey,Freehold,2
New-Jersey,Galloway,1
New-Jersey,Garfield,1
New-Jersey,Garwood,1
New-Jersey,Gibbsboro,1
New-Jersey,Glassboro,2
New-Jersey,Glen Rock,1
New-Jersey,Gloucester,1
New-Jersey,Greenbrook,1
New-Jersey,Hackensack,3
New-Jersey,Hackettstown,3
New-Jersey,Haddonfield,1
New-Jersey,Haddon Heights,1
New-Jersey,Haddon Township,2
New-Jersey,Hamilton,2
New-Jersey,Hamilton Township,1
New-Jersey,Harrison Twp,1
New-Jersey,Hazlet,1
New-Jersey,Highlands,1
New-Jersey,Hillsborough,1
New-Jersey,Hillside,1
New-Jersey,Hoboken,3
New-Jersey,Howell,2
New-Jersey,Jackson,2
New-Jersey,Jamesburg,1
New-Jersey,Jersey City,4
New-Jersey,Kearny,1
New-Jersey,Kendall Park,1
New-Jersey,Lakewood,2
New-Jersey,Lambertville,1
New-Jersey,Lanoka Harbor,1
New-Jersey,Lawrenceville,2
New-Jersey,Ledgewood,1
New-Jersey,Leonia,1
New-Jersey,Lincoln Park,1
New-Jersey,Linden,3
New-Jersey,Little Ferry,1
New-Jersey,Little Silver,1
New-Jersey,Livingston,2
New-Jersey,Lodi,1
New-Jersey,Long Branch,1
New-Jersey,Lumberton,1
New-Jersey,Mahwah,1
New-Jersey,Malaga,1
New-Jersey,Manahawkin,1
New-Jersey,Manalapan,3
New-Jersey,Manasquan,1
New-Jersey,Manville,1
New-Jersey,Maple Shade,1
New-Jersey,Maplewood,1
New-Jersey,Margate City,1
New-Jersey,Marlboro,1
New-Jersey,Marlton,3
New-Jersey,Marmora,1
New-Jersey,Matawan,1
New-Jersey,Mays Landing,2
New-Jersey,Medford,2
New-Jersey,Mendham,1
New-Jersey,Merchantville,1
New-Jersey,Metuchen,1
New-Jersey,Middlesex,1
New-Jersey,Middletown,2
New-Jersey,Midland Park,1
New-Jersey,Millburn,1
New-Jersey,Milltown,1
New-Jersey,Millville,2
New-Jersey,Monmouth Junction,1
New-Jersey,Monroe Township,1
New-Jersey,Montclair,2
New-Jersey,Montvale,2
New-Jersey,Moorestown,1
New-Jersey,Morganville,2
New-Jersey,Morristown,1
New-Jersey,Mount Ephraim,1
New-Jersey,Mount Holly,1
New-Jersey,Mount Laurel,2
New-Jersey,Mullica Hill,1
New-Jersey,Neptune,1
New-Jersey,Newark,2
New-Jersey,New Egypt,1
New-Jersey,New Milford,2
New-Jersey,New Providence,1
New-Jersey,North Arlington,2
New-Jersey,North Bergen,2
New-Jersey,North Brunswick,3
New-Jersey,North Plainfield,1
New-Jersey,Northvale,1
New-Jersey,North Wildwood,1
New-Jersey,Nutley,1
New-Jersey,Oakhurst,1
New-Jersey,Oaklyn,1
New-Jersey,Oak Ridge,1
New-Jersey,Ocean,2
New-Jersey,Ocean City,2
New-Jersey,Old Bridge,1
New-Jersey,Old Tappan,1
New-Jersey,Paramus,2
New-Jersey,Parsippany,2
New-Jersey,Passaic,1
New-Jersey,Paulsboro,1
New-Jersey,Pennsauken,2
New-Jersey,Pequannock,1
New-Jersey,Phillipsburg,1
New-Jersey,Piscataway,1
New-Jersey,Plainsboro,1
New-Jersey,Pleasantville,1
New-Jersey,Point Pleasant Beach,1
New-Jersey,Pomona,1
New-Jersey,Pompton Plains,1
New-Jersey,Princeton,3
New-Jersey,Rahway,1
New-Jersey,Ramsey,1
New-Jersey,Randolph,1
New-Jersey,Ridgefield Park,1
New-Jersey,Ringwood,1
New-Jersey,Riverdale,1
New-Jersey,River Edge,1
New-Jersey,Riverton,1
New-Jersey,Robbinsville,1
New-Jersey,Rochelle Park,1
New-Jersey,Rockaway,2
New-Jersey,Roselle,1
New-Jersey,Runnemede,1
New-Jersey,Saddlebrook,1
New-Jersey,Scotch Plains,1
New-Jersey,Sea Isle City,1
New-Jersey,Seaside Heights,1
New-Jersey,Secaucus,1
New-Jersey,Sewell,2
New-Jersey,Ship Bottom,1
New-Jersey,Shrewsbury,1
New-Jersey,Sicklerville,2
New-Jersey,Smithville,1
New-Jersey,Somerset,1
New-Jersey,Somers Point,1
New-Jersey,South Plainfield,3
New-Jersey,Sparta,1
New-Jersey,Springfield Township,1
New-Jersey,Stanhope,1
New-Jersey,Stratford,1
New-Jersey,Summit,1
New-Jersey,Swedesboro,1
New-Jersey,Tabernacle,1
New-Jersey,Teaneck,3
New-Jersey,Tenafly,1
New-Jersey,Tinton Falls,1
New-Jersey,Toms River,4
New-Jersey,Totowa,1
New-Jersey,Trenton,2
New-Jersey,Turnersville,1
New-Jersey,Union,4
New-Jersey,Union City,2
New-Jersey,Upper Montclair,1
New-Jersey,Upper Township,1
New-Jersey,Vauxhall,1
New-Jersey,Ventnor,1
New-Jersey,Vernon,1
New-Jersey,Villas,1
New-Jersey,Vineland,3
New-Jersey,Voorhees,2
New-Jersey,Wanaque,1
New-Jersey,Waretown,1
New-Jersey,Washington,1
New-Jersey,Watchung,1
New-Jersey,Wayne,3
New-Jersey,Wenonah,1
New-Jersey,Westampton,1
New-Jersey,West Caldwell,1
New-Jersey,West Cape May,1
New-Jersey,Westfield,1
New-Jersey,West Keansburg,1
New-Jersey,Westmont,1
New-Jersey,West New York,1
New-Jersey,West Orange,3
New-Jersey,West Windsor,1
New-Jersey,Westwood,1
New-Jersey,Whippany,1
New-Jersey,Whiting,2
New-Jersey,Wildwood,1
New-Jersey,Williamstown,2
New-Jersey,Willingboro,1
New-Jersey,Woodbridge,1
New-Jersey,Woodbury,1
New-Jersey,Wood Ridge,1
New-Jersey,Woolwich,1
New-Jersey,Wyckoff,1
New-Jersey,Yardville,1
New-Mexico,Albuquerque,13
New-Mexico,Carlsbad,1
New-Mexico,Espanola,1
New-Mexico,Farmington,1
New-Mexico,Hobbs,1
New-Mexico,Las Cruces,2
New-Mexico,Rio Rancho,1
New-Mexico,Roswell,1
New-Mexico,Santa Fe,3
New-Mexico,Silver City,1
New-York,Albany,8
New-York,Amherst,4
New-York,Amityville,2
New-York,Amsterdam,1
New-York,Ardsley,1
New-York,Armonk,1
New-York,Astoria,2
New-York,Auburndale,1
New-York,Avon,1
New-York,Baldwin,3
New-York,Ballston Spa,1
New-York,Bardonia,1
New-York,Batavia,2
New-York,Bayport,1
New-York,Bayshore,1
New-York,Bay Shore,2
New-York,Bayside,2
New-York,Bedford Hills,1
New-York,Bellerose,1
New-York,Bellmore,1
New-York,Bellport,1
New-York,Bethpage,2
New-York,Binghamton,6
New-York,Blasdell,1
New-York,Bohemia,1
New-York,Briarcliff Manor,1
New-York,Brighton,1
New-York,Brockport,1
New-York,Bronx,14
New-York,Bronxville,1
New-York,Brooklyn,28
New-York,Buffalo,4
New-York,Burnt Hills,1
New-York,Cairo,1
New-York,Cambria Heights,1
New-York,Carmel,1
New-York,Cedarhurst,1
New-York,Centereach,1
New-York,Center Moriches,2
New-York,Central Islip,2
New-York,Cheektowaga,1
New-York,Chester,1
New-York,Cicero,1
New-York,Clifton Park,3
New-York,Clinton,1
New-York,Cobleskill,1
New-York,Cohoes,1
New-York,College Point,2
New-York,Colonie,2
New-York,Commack,2
New-York,Cooperstown,1
New-York,Copiague,2
New-York,Coram,1
New-York,Cornwall,1
New-York,Cortland,1
New-York,Croton On Hudson,1
New-York,Dansville,1
New-York,Deer Park,1
New-York,Delmar,1
New-York,Depew,2
New-York,Douglaston,1
New-York,Dover Plains,1
New-York,Dunkirk,1
New-York,Hampton,1
New-York,East Amherst,1
New-York,East Aurora,1
New-York,Eastchester,1
New-York,East Greenbush,1
New-York,East Hampton,1
New-York,East Hills,1
New-York,East Islip,1
New-York,East Meadow,1
New-York,East Northport,2
New-York,East Rockaway,2
New-York,Elmhurst,1
New-York,Elmira,1
New-York,Elmont,2
New-York,Elmsford,1
New-York,Endicott,2
New-York,Endwell,1
New-York,Fairport,2
New-York,Falconer,1
New-York,Farmingdale,3
New-York,Farmington,1
New-York,Farmingville,1
New-York,Far Rockaway,1
New-York,Fayetteville,1
New-York,Fishkill,1
New-York,Floral Park,1
New-York,Flushing,2
New-York,Forest Hills,5
New-York,Franklin Square,1
New-York,Freeport,2
New-York,Fresh Meadows,1
New-York,Garden City,1
New-York,Garnerville,1
New-York,Glen Cove,3
New-York,Glendale,1
New-York,Glen Head,1
New-York,Glenmont,1
New-York,Glen Oaks,1
New-York,Gloversville,1
New-York,Goshen,1
New-York,Great Neck,2
New-York,Greece,1
New-York,Greenlawn,1
New-York,Greenwich,1
New-York,Greenwood Lake,1
New-York,Guilderland,1
New-York,Hamburg,2
New-York,Harrison,1
New-York,Hartsdale,1
New-York,Hempstead,1
New-York,Henrietta,1
New-York,Hewlett,2
New-York,Hicksville,3
New-York,Hilton,1
New-York,Holbrook,1
New-York,Honeoye,1
New-York,Hopewell Junction,1
New-York,Howard Beach,1
New-York,Hudson,2
New-York,Hudson Falls,1
New-York,Huntington,1
New-York,Huntington Station,3
New-York,Hyde Park,2
New-York,Inwood,1
New-York,Islip Terrace,1
New-York,Ithaca,2
New-York,Jackson Heights,2
New-York,Jamaica,1
New-York,Jamestown,1
New-York,Jericho,1
New-York,Johnson City,3
New-York,Katonah,1
New-York,Kew Gardens,1
New-York,Kings Park,1
New-York,Kingston,3
New-York,Lake Ronkonkoma,1
New-York,Larchmont,2
New-York,Latham,3
New-York,Levittown,3
New-York,Lewiston,1
New-York,Lindenhurst,2
New-York,Little Falls,1
New-York,Liverpool,1
New-York,Long Beach,1
New-York,Lynbrook,1
New-York,Macedon,1
New-York,Mahopac,1
New-York,Malta,1
New-York,Mamaroneck,2
New-York,Manhattan,4
New-York,Manlius,1
New-York,Manorville,1
New-York,Margaretville,1
New-York,Marlboro,1
New-York,Maspeth,1
New-York,Massapequa,1
New-York,Mattituck,1
New-York,Mechanicville,1
New-York,Medford,2
New-York,Merrick,2
New-York,Middletown,3
New-York,Middle Village,1
New-York,Miller Place,1
New-York,Millerton,1
New-York,Mineola,2
New-York,Mohegan Lake,1
New-York,Monroe,2
New-York,Mount Kisco,2
New-York,Mount Vernon,3
New-York,Nesconset,1
New-York,Newburgh,2
New-York,New City,1
New-York,New Hartford,1
New-York,New Hyde Park,2
New-York,New Rochelle,5
New-York,New York,59
New-York,Niagara Falls,2
New-York,Niskayuna,1
New-York,North Babylon,1
New-York,North Bayshore,1
New-York,North Bellmore,2
New-York,Northport,2
New-York,North Tonawanda,1
New-York,North White Plains,1
New-York,Oceanside,2
New-York,Olean,1
New-York,Orangeburg,1
New-York,Orchard Park,1
New-York,Ossining,1
New-York,Owego,1
New-York,Oyster Bay,1
New-York,Ozone Park,2
New-York,Patchogue,2
New-York,Pawling,1
New-York,Pearl River,1
New-York,Peekskill,2
New-York,Pelham Manor,1
New-York,Penfield,1
New-York,Penn Yan,1
New-York,Plainview,2
New-York,Plattsburgh,1
New-York,Pleasant Valley,1
New-York,Port Jefferson,3
New-York,Poughkeepsie,3
New-York,Queens,1
New-York,Queensbury,3
New-York,Queens Village,1
New-York,Ravena,1
New-York,Red Hook,1
New-York,Rego Park,1
New-York,Rensselaer,2
New-York,Rhinebeck,1
New-York,Ridgewood,2
New-York,Riverhead,2
New-York,Rochester,12
New-York,Rockaway Beach,1
New-York,Rockville Center,1
New-York,Rockville Centr,1
New-York,Rocky Point,1
New-York,Ronkonkoma,1
New-York,Roslyn Heights,1
New-York,Rotterdam,1
New-York,Rye,1
New-York,Rye Brook,2
New-York,Saint Albans,1
New-York,Sanborn,1
New-York,Saratoga,1
New-York,Saratoga Springs,1
New-York,Saugerties,1
New-York,Sayville,1
New-York,Scarsdale,4
New-York,Schenectady,7
New-York,Scotia,2
New-York,Seaford,1
New-York,Selden,2
New-York,Setauket,1
New-York,Sheepshead Bay,1
New-York,Shirley,2
New-York,Skaneateles,1
New-York,Smithtown,3
New-York,Sodus,1
New-York,Somers,1
New-York,Southampton,1
New-York,South Setauket,1
New-York,Spring Valley,2
New-York,Staten Island,20
New-York,Stony Point,1
New-York,Suffern montebello,1
New-York,Sunnyside,1
New-York,Syosset,1
New-York,Syracuse,3
New-York,Tarrytown,2
New-York,Thornwood,2
New-York,Tonawanda,1
New-York,Troy,3
New-York,Valatie,1
New-York,Valley Stream,3
New-York,Vestal,2
New-York,Victor,1
New-York,Wading River,1
New-York,Walton,1
New-York,Wantagh,2
New-York,Warwick,1
New-York,Washingtonville,1
New-York,Watertown,1
New-York,Waterville,1
New-York,Watkins Glen,1
New-York,Wayland,1
New-York,Webster,3
New-York,West Babylon,2
New-York,Westbury,3
New-York,Westfield,1
New-York,Westhampton Beach,1
New-York,West Hempstead,2
New-York,West Islip,1
New-York,West Nyack,1
New-York,West Sayville,1
New-York,West Seneca,1
New-York,Whitehall,1
New-York,White Plains,6
New-York,Whitestone,2
New-York,Williamsville,1
New-York,Williston Pk,1
New-York,Wilton,1
New-York,Woodmere,1
New-York,Woodside,1
New-York,Woodstock,1
New-York,Wynantskill,1
